Decision,Hand Strength,Pot,Already Bet,Call Difference,Players
0,11,250,100,0,4
1,120,250,100,0,5
4,226,550,200,0,2
3,226,1125,200,375,2
3,226,3500,575,1425,2
1,226,7150,2575,-575,2
0,9,375,200,-75,2
0,6,250,100,0,3
1,12,250,100,0,4
4,12,825,225,0,3
3,13,475,100,125,6
4,13,700,325,-100,2
0,411,1225,200,650,3
1,116,250,150,-50,2
1,13,250,100,0,3
3,13,1250,225,550,2
0,409,450,100,100,5
1,12,250,100,0,6
4,126,600,200,0,2
2,126,850,200,0,2
0,126,1850,200,800,2
3,408,372,200,-78,2
2,12,494,322,-200,2
1,12,644,322,-172,2
2,124,1588,719,-172,2
2,244,1588,719,-172,2
3,108,500,200,0,3
2,220,750,350,-150,3
3,220,900,350,-150,3
4,220,1050,500,-300,2
0,3,475,100,125,4
0,12,475,100,125,6
3,9,372,200,-78,2
2,13,494,322,-200,2
0,13,944,322,128,2
3,13,450,100,100,4
0,13,913,300,-100,3
0,11,250,100,0,5
3,407,372,200,-78,2
2,9,494,322,-200,2
2,12,494,322,-200,2
4,118,494,322,-200,2
1,13,475,150,75,3
0,6,475,100,125,4
0,4,250,100,0,5
0,7,375,200,-75,2
0,8,450,100,100,4
0,9,475,100,125,6
0,7,250,150,-50,2
1,13,250,100,0,3
0,9,450,100,100,5
1,108,250,100,0,6
3,411,350,200,-100,2
2,12,450,300,-200,2
0,12,600,300,-150,2
1,106,250,100,0,3
4,309,650,250,0,2
1,13,250,100,0,4
0,7,250,100,0,5
1,10,250,150,-50,2
4,120,750,350,-50,2
0,10,475,100,125,4
0,11,250,100,0,5
0,9,450,100,100,4
1,406,250,100,0,4
0,6,250,100,0,6
3,13,350,200,-100,2
2,218,450,300,-200,2
2,218,450,300,-200,2
3,218,600,300,-150,2
2,218,750,450,-300,2
3,218,1125,450,-75,2
3,12,500,200,0,3
2,512,750,350,-150,3
2,12,750,350,-150,3
4,13,750,350,-150,3
0,11,250,100,0,4
1,13,250,100,0,5
2,13,724,287,0,2
4,13,724,287,0,2
0,404,1225,200,650,3
3,116,450,150,50,3
2,324,700,300,-100,3
1,324,850,300,-100,3
0,11,250,100,0,4
1,112,250,100,0,6
3,9,372,200,-78,2
2,12,494,322,-200,2
0,12,629,322,-187,2
1,126,450,100,100,4
2,126,1474,512,100,2
2,240,1474,512,100,2
1,240,1864,512,100,2
1,13,475,100,125,5
4,13,1900,700,125,2
4,13,2800,700,125,2
0,10,250,100,0,5
3,12,372,200,-78,2
2,12,494,322,-200,2
0,12,944,322,128,2
0,8,250,100,0,3
0,13,250,100,0,5
0,5,475,150,75,3
1,11,475,100,125,4
1,410,250,100,0,5
1,410,1150,200,500,2
0,8,250,100,0,6
0,13,700,150,75,4
1,118,250,100,0,4
2,118,600,225,0,2
3,118,850,225,25,2
0,232,1700,475,125,2
0,9,250,100,0,6
0,5,1275,150,650,4
1,11,250,100,0,4
4,11,550,200,0,2
0,11,250,100,0,5
1,124,1222,200,650,3
1,13,250,150,-50,2
0,13,450,100,100,4
0,8,250,100,0,5
3,13,600,200,-75,3
2,13,725,325,-200,3
2,13,725,325,-200,3
2,13,725,325,-200,3
0,13,1087,325,37,2
1,13,475,150,75,3
0,6,250,100,0,4
0,11,250,100,0,6
3,410,450,200,0,2
3,12,1100,400,50,2
0,9,500,150,100,3
1,12,250,100,0,4
0,13,250,100,0,5
1,112,250,100,0,6
3,112,1350,200,700,2
2,112,2050,900,0,2
2,216,2050,900,0,2
2,234,2050,900,0,2
3,108,422,250,-128,2
2,108,544,372,-250,2
3,108,694,372,-222,2
2,108,844,522,-372,2
2,108,844,522,-372,2
1,110,250,100,0,3
4,110,550,200,0,2
0,4,250,100,0,4
0,404,250,100,0,6
0,10,1175,150,575,4
0,8,250,100,0,4
0,11,250,100,0,6
3,411,450,100,100,4
2,120,750,300,-100,3
3,238,967,300,-83,3
2,238,1184,517,-300,2
0,12,525,150,75,5
1,12,250,100,0,3
2,124,600,225,0,2
2,232,600,225,0,2
4,232,600,225,0,2
0,8,250,100,0,5
0,4,375,200,-75,2
0,10,475,100,125,4
0,8,250,100,0,5
0,403,600,200,-75,3
0,10,1175,100,600,5
1,13,250,100,0,4
2,126,850,350,0,2
2,126,850,350,0,2
4,126,850,350,0,2
0,13,250,100,0,6
0,12,450,150,50,3
1,11,250,100,0,3
4,12,550,200,0,2
3,12,1225,200,475,2
4,503,1700,675,0,2
0,9,475,100,125,6
0,12,350,200,-100,2
0,8,475,100,125,4
1,408,250,100,0,4
4,11,550,200,0,2
4,11,775,200,0,2
1,12,475,100,125,6
4,12,1300,400,125,2
3,410,375,200,-75,2
2,120,500,325,-200,2
4,120,500,325,-200,2
2,120,625,325,-200,2
3,120,1187,325,237,2
1,124,525,200,25,3
0,7,250,100,0,3
3,110,450,100,100,5
2,110,650,300,-100,2
3,110,1110,300,160,2
4,110,1570,760,-300,2
0,407,250,100,0,6
3,6,372,200,-78,2
2,108,494,322,-200,2
2,108,494,322,-200,2
2,108,494,322,-200,2
3,12,550,200,50,3
2,13,900,400,-150,3
3,13,450,100,100,4
2,126,750,300,-100,3
4,126,750,300,-100,3
0,8,250,100,0,4
0,10,250,100,0,6
0,13,500,150,100,3
0,8,250,100,0,4
0,407,250,100,0,6
3,9,250,150,-50,2
2,12,300,200,-100,2
2,12,300,200,-100,2
4,12,300,200,-100,2
0,10,250,100,0,3
1,104,250,100,0,4
0,13,250,100,0,6
0,11,450,150,50,3
0,8,250,100,0,4
0,12,250,100,0,6
0,404,1175,150,575,4
0,9,250,100,0,4
0,406,250,100,0,6
3,13,450,150,50,3
0,13,2300,300,650,3
1,9,250,100,0,3
4,12,600,225,0,2
1,10,250,100,0,4
0,6,250,100,0,6
3,108,450,150,50,3
2,108,700,300,-100,3
2,214,700,300,-100,3
2,214,700,300,-100,3
0,8,525,150,75,4
0,11,250,100,0,5
0,11,975,200,425,3
0,7,250,100,0,3
0,10,250,100,0,5
0,407,1055,200,480,3
3,9,250,150,-50,2
0,10,475,100,125,4
1,9,250,100,0,4
1,406,250,100,0,6
2,110,1200,350,0,3
2,110,1200,350,0,3
1,110,2025,350,475,2
2,110,5600,1725,475,2
1,13,487,250,-63,2
2,13,2546,1186,-63,2
2,104,2546,1186,-63,2
2,218,2546,1186,-63,2
0,7,300,200,-100,2
0,405,460,100,110,5
0,12,250,100,0,6
0,11,250,150,-50,2
0,12,475,100,125,5
1,13,250,100,0,5
4,13,700,200,0,3
0,4,437,200,-13,2
0,11,250,100,0,3
1,13,250,100,0,4
0,7,250,100,0,5
0,11,500,200,-100,3
1,104,250,100,0,3
3,104,1575,225,875,2
3,214,3140,1100,0,2
3,214,5060,1790,-560,2
3,214,13270,3020,3960,2
0,13,300,150,-50,4
0,6,250,100,0,6
2,7,300,200,-200,2
3,114,400,200,-100,2
0,13,500,150,100,3
0,7,460,100,110,5
0,3,250,100,0,6
3,13,375,200,-75,2
2,13,500,325,-200,2
2,13,500,325,-200,2
4,13,500,325,-200,2
0,11,250,100,0,3
1,120,250,100,0,4
3,120,1300,250,550,2
3,232,2400,800,0,2
2,232,2950,1350,-550,2
4,232,2950,1350,-550,2
1,13,300,150,-50,5
2,513,950,300,-50,3
3,118,1225,300,-25,3
0,7,250,100,0,6
3,405,450,200,0,2
2,10,650,400,-200,2
2,408,650,400,-200,2
4,108,650,400,-200,2
0,13,475,100,125,4
0,3,250,100,0,5
1,13,250,100,0,6
0,10,375,200,-75,2
0,10,475,100,125,4
0,12,250,100,0,5
0,8,375,200,-75,2
0,11,460,100,110,4
0,7,250,100,0,5
3,112,375,200,-75,2
2,112,500,325,-200,2
2,112,500,325,-200,2
2,112,500,325,-200,2
0,13,550,200,50,3
0,410,475,100,125,5
0,9,250,100,0,6
3,409,437,200,-13,2
2,10,624,387,-200,2
3,10,936,387,-75,2
4,120,1248,699,-387,2
4,120,1560,699,-387,2
0,6,475,100,125,4
1,13,250,100,0,5
4,13,650,200,0,2
4,102,925,200,0,2
0,11,250,100,0,6
0,9,475,150,75,3
0,11,460,100,110,5
1,12,250,100,0,5
2,12,1000,250,0,3
3,12,1450,250,0,3
2,12,1675,475,-225,3
0,11,250,100,0,6
0,5,250,150,-50,2
1,116,250,100,0,3
4,116,650,250,0,2
0,3,250,100,0,5
0,6,250,150,-50,2
0,11,460,100,110,5
0,13,250,100,0,6
1,407,475,150,75,3
2,13,3300,975,75,3
4,13,3300,975,75,3
0,409,460,100,110,4
1,12,475,100,125,5
1,106,250,100,0,5
1,118,250,100,0,6
3,12,550,200,-100,3
2,12,650,300,-200,3
3,13,475,150,75,3
2,13,775,325,-100,3
2,110,775,325,-100,3
3,110,1112,325,12,3
2,110,1449,662,-325,2
0,407,525,150,75,4
0,405,460,100,110,6
1,13,250,100,0,6
0,7,550,200,-100,3
3,11,250,150,-50,2
4,122,300,200,-100,2
1,406,250,100,0,4
3,406,1850,200,550,3
4,112,2400,750,0,3
0,410,250,100,0,5
0,402,1175,150,550,4
0,9,450,100,100,5
0,5,250,100,0,6
1,13,375,200,-75,2
2,13,2500,1200,-75,2
0,11,1175,150,550,4
1,407,475,100,125,4
3,407,3075,625,1225,2
4,7,4175,1725,125,2
2,9,5168,1725,125,2
2,112,5168,1725,125,2
0,13,250,100,0,5
0,12,450,150,50,3
0,8,250,100,0,4
1,114,250,100,0,5
0,12,250,100,0,6
3,104,550,200,-100,3
2,104,650,300,-200,3
3,13,700,150,75,4
2,13,1000,325,-100,4
2,13,1000,325,-100,4
0,13,2350,325,350,4
0,10,475,100,125,5
0,11,250,100,0,6
3,13,450,150,50,3
2,13,700,300,-100,3
2,13,700,300,-100,3
2,108,700,300,-100,3
1,13,525,150,75,4
0,10,250,100,0,4
0,11,250,100,0,6
3,7,400,200,-50,2
2,122,550,350,-200,2
0,5,475,150,75,3
0,10,250,100,0,4
0,7,250,100,0,6
0,10,475,150,75,3
1,11,250,100,0,4
1,406,250,100,0,5
2,13,775,225,0,3
4,13,775,225,0,3
0,13,2518,225,1518,2
0,3,1075,200,500,3
0,9,475,100,125,4
0,6,250,100,0,5
3,11,375,200,-75,2
2,412,500,325,-200,2
2,412,500,325,-200,2
4,114,500,325,-200,2
0,9,300,200,-100,2
1,410,250,100,0,4
4,10,600,225,0,2
0,13,250,100,0,5
1,13,250,100,0,6
0,6,450,150,50,3
1,13,250,100,0,4
2,13,550,200,0,2
2,13,550,200,0,2
0,13,887,200,137,2
0,9,250,100,0,6
3,12,400,200,-50,2
2,12,550,350,-200,2
0,9,475,150,75,3
0,7,250,100,0,4
0,12,250,100,0,6
3,118,350,200,-100,2
2,118,450,300,-200,2
3,12,475,150,75,3
2,13,650,325,-100,2
2,13,650,325,-100,2
4,13,650,325,-100,2
0,7,250,100,0,3
1,411,250,100,0,4
4,11,600,225,0,2
1,13,250,100,0,6
2,108,750,200,0,3
2,108,750,200,0,3
2,108,750,200,0,3
3,12,450,250,-100,2
2,13,600,400,-250,2
4,13,600,400,-250,2
2,106,1150,400,-250,2
0,11,525,200,25,3
0,13,475,100,125,5
0,411,250,100,0,6
0,402,450,150,50,3
0,403,250,100,0,4
0,405,250,100,0,6
0,8,475,150,75,3
0,11,450,100,100,5
0,403,250,100,0,6
0,12,475,150,75,3
3,114,475,100,125,4
4,114,825,325,-100,3
0,11,250,100,0,5
0,10,475,150,75,3
0,7,450,100,100,5
1,411,250,100,0,6
2,11,700,225,0,2
3,11,900,225,0,2
4,411,1100,425,-200,2
0,13,550,200,-100,3
3,410,475,150,75,3
2,12,650,325,-100,2
2,12,650,325,-100,2
2,102,650,325,-100,2
0,11,250,100,0,4
1,124,250,100,0,5
2,124,850,250,0,3
4,244,850,250,0,3
2,244,1225,250,0,2
0,11,500,200,-100,3
0,6,450,100,100,4
0,7,250,100,0,5
1,409,250,100,0,3
2,116,600,225,0,2
2,116,600,225,0,2
2,116,600,225,0,2
0,8,510,150,60,5
0,9,250,100,0,6
0,11,500,150,100,3
0,10,250,100,0,4
0,12,250,100,0,6
3,13,375,200,-75,2
2,106,500,325,-200,2
2,106,500,325,-200,2
4,232,500,325,-200,2
0,11,250,150,-50,2
0,9,475,100,125,5
1,116,250,100,0,6
3,11,375,200,-75,2
2,11,500,325,-200,2
2,11,500,325,-200,2
4,11,500,325,-200,2
1,13,300,200,-100,2
0,12,475,100,125,4
0,11,250,100,0,5
1,12,250,100,0,6
0,9,600,200,-75,3
0,12,475,100,125,4
1,410,250,100,0,4
4,112,650,250,0,2
1,120,250,100,0,5
3,120,1125,225,425,2
2,330,1550,650,0,2
3,330,2100,650,0,2
2,330,2650,1200,-550,2
2,330,2650,1200,-550,2
1,330,3650,1200,-200,2
0,8,1700,200,900,4
0,11,250,100,0,3
1,13,250,100,0,4
2,126,600,225,0,2
4,244,600,225,0,2
0,3,250,100,0,6
0,7,250,150,-50,2
0,10,460,100,110,5
1,13,250,100,0,6
1,13,1050,200,400,2
1,405,375,200,-75,2
4,12,2500,1200,-75,2
3,10,500,150,100,3
2,110,700,350,-100,2
4,110,700,350,-100,2
4,214,1300,350,-100,2
0,214,3800,350,2150,2
0,5,475,100,125,5
0,13,250,100,0,6
1,110,475,150,75,3
3,110,3025,700,1075,2
4,110,4025,1700,75,2
0,7,460,100,110,4
0,10,250,100,0,5
0,12,1487,200,850,3
3,106,475,150,75,3
2,106,650,325,-100,2
2,106,650,325,-100,2
4,106,650,325,-100,2
0,11,460,100,110,4
1,110,250,100,0,5
2,110,600,200,0,2
2,110,600,200,0,2
2,222,600,200,0,2
1,13,300,150,-50,6
0,8,350,200,-100,2
0,6,460,100,110,4
0,9,250,100,0,5
1,13,250,100,0,6
3,9,450,200,0,2
0,12,800,400,-200,2
0,8,1175,100,600,5
0,12,250,100,0,5
0,13,1325,200,750,3
1,11,250,150,-50,2
4,122,700,325,-50,2
2,122,975,325,-50,2
4,122,975,325,-50,2
1,106,250,100,0,3
2,106,550,200,0,2
4,214,550,200,0,2
1,104,250,100,0,4
0,104,1325,225,625,2
0,11,250,100,0,6
3,12,437,200,-13,2
2,120,624,387,-200,2
2,120,624,387,-200,2
4,120,624,387,-200,2
1,116,550,200,50,3
0,8,250,100,0,4
0,7,250,100,0,6
0,7,250,150,-50,2
3,13,475,100,125,4
4,13,825,325,-100,3
4,126,1187,325,-100,2
4,126,1911,325,-100,2
1,10,250,100,0,4
4,10,700,200,0,3
0,7,250,100,0,5
0,8,400,200,-50,2
0,11,250,100,0,3
1,13,250,100,0,4
4,122,550,200,0,2
1,13,250,100,0,5
2,106,700,200,0,3
2,106,700,200,0,3
2,208,700,200,0,3
0,9,1044,200,469,3
3,13,700,150,75,4
2,13,875,325,-100,3
0,8,250,100,0,3
0,11,250,100,0,5
0,11,1075,200,500,3
1,411,250,100,0,3
1,9,250,100,0,4
4,118,550,200,0,2
2,118,775,200,0,2
2,118,775,200,0,2
0,404,300,150,-50,5
0,7,1050,200,500,3
1,12,250,100,0,3
3,12,1300,250,550,2
2,12,1850,800,0,2
3,122,2675,800,25,2
4,228,3500,1625,-800,2
0,13,460,100,110,5
1,12,250,100,0,6
4,12,550,200,0,2
0,12,1200,200,450,2
3,11,400,200,-50,2
2,13,550,350,-200,2
2,118,550,350,-200,2
0,10,475,150,75,3
1,104,250,100,0,4
4,104,550,200,0,2
4,104,775,200,0,2
0,11,250,100,0,5
3,13,375,200,-75,2
2,13,500,325,-200,2
2,13,500,325,-200,2
2,122,500,325,-200,2
0,122,875,325,50,2
0,12,250,100,0,3
0,8,250,100,0,5
3,7,450,200,0,2
2,511,650,400,-200,2
4,102,650,400,-200,2
0,11,450,150,50,3
0,11,450,100,100,5
1,12,250,100,0,6
2,108,550,200,0,2
4,108,550,200,0,2
0,9,375,200,-75,2
3,12,250,150,-50,2
0,8,250,100,0,3
0,12,250,100,0,5
0,11,350,200,-100,2
0,11,250,100,0,3
1,12,450,100,100,5
4,12,1474,512,100,2
3,12,2949,512,963,2
1,12,3912,1375,100,2
0,13,450,100,100,6
0,9,350,200,-100,2
0,5,250,100,0,3
0,12,250,100,0,5
0,12,350,200,-100,2
1,12,700,100,125,5
4,124,3400,925,125,3
1,12,250,100,0,4
2,12,750,200,0,3
2,116,750,200,0,3
0,116,1200,200,250,2
0,407,250,100,0,6
1,13,400,200,-50,2
2,112,2750,1300,-50,2
2,112,2750,1300,-50,2
2,112,2750,1300,-50,2
1,112,250,100,0,3
0,6,475,100,125,5
0,11,250,100,0,6
3,4,375,200,-75,2
2,102,500,325,-200,2
2,210,500,325,-200,2
4,210,500,325,-200,2
0,12,475,100,125,4
1,11,250,100,0,4
1,12,250,100,0,5
2,114,550,200,0,2
4,236,550,200,0,2
4,236,1000,200,0,2
0,10,400,200,-50,2
1,11,250,150,-50,2
4,112,650,300,-50,2
0,7,250,100,0,3
0,12,450,100,100,6
0,9,400,200,-50,2
3,112,650,150,50,4
3,112,3000,300,900,3
2,220,4000,1300,-100,3
3,220,5700,1300,400,2
2,618,7400,3000,-1300,2
2,618,7400,3000,-1300,2
3,618,14500,3000,4100,2
0,10,450,100,100,5
0,7,250,100,0,6
3,102,400,200,-50,2
2,102,550,350,-200,2
3,102,825,350,-75,2
2,102,1100,625,-350,2
0,3,475,150,75,3
0,13,475,100,125,5
1,12,250,100,0,5
2,120,550,200,0,2
3,224,775,200,25,2
4,630,1000,425,-200,2
0,7,350,200,-100,2
3,10,475,100,125,4
2,10,825,325,-100,3
0,10,1325,325,-75,3
1,13,250,100,0,4
2,13,550,200,0,2
2,13,550,200,0,2
4,126,550,200,0,2
3,126,2150,200,1400,2
0,7,250,100,0,6
3,13,250,150,-50,2
4,110,300,200,-100,2
0,13,475,100,125,4
0,9,250,100,0,5
1,12,250,100,0,6
1,12,1300,200,650,2
4,124,4724,1487,650,2
2,124,5817,1487,650,2
2,124,5817,1487,650,2
0,6,450,150,50,3
1,120,250,100,0,3
2,246,650,225,0,2
1,246,800,225,0,2
2,246,1875,650,0,2
1,12,250,100,0,5
1,118,250,100,0,6
2,242,650,200,0,2
4,242,650,200,0,2
4,242,787,200,0,2
0,6,350,200,-100,2
3,10,475,100,125,4
0,10,3249,325,1062,3
1,13,250,100,0,5
4,13,650,225,0,2
4,13,925,225,0,2
0,7,250,100,0,6
3,13,550,200,100,2
3,13,1050,500,-200,2
3,126,2250,700,300,2
2,126,3250,1700,-700,2
0,12,475,100,125,4
0,12,250,100,0,5
1,411,250,100,0,6
3,409,250,150,-50,2
4,12,300,200,-100,2
4,12,500,200,-100,2
0,12,1300,200,600,2
0,405,250,100,0,4
0,7,250,100,0,6
0,10,450,150,50,3
1,118,250,100,0,3
3,118,1850,250,1100,2
3,244,3750,1350,0,2
3,244,6000,2150,-700,2
3,635,13850,3600,2800,2
0,8,460,100,110,5
1,13,250,100,0,5
2,13,600,200,0,2
4,116,600,200,0,2
0,6,375,200,-75,2
0,7,250,100,0,3
0,13,460,100,110,6
1,126,250,100,0,6
0,11,500,150,100,3
0,7,460,100,110,5
1,106,250,100,0,5
2,106,1011,287,0,3
0,11,250,100,0,6
3,12,450,200,0,2
3,114,750,400,-200,2
2,114,850,500,-300,2
2,238,850,500,-300,2
1,12,250,100,0,3
4,13,550,200,0,2
1,116,250,100,0,4
3,116,1275,225,575,2
2,116,1850,800,0,2
0,116,2850,800,200,2
0,12,250,100,0,6
0,10,500,150,100,3
1,12,250,100,0,3
0,12,460,100,110,6
2,11,300,200,-200,2
2,106,300,200,-200,2
4,228,300,200,-200,2
0,8,1175,150,550,4
0,8,475,100,125,5
0,6,250,100,0,6
0,11,500,150,100,3
0,13,250,100,0,4
0,10,250,100,0,6
0,7,475,150,75,3
0,11,250,100,0,4
0,9,250,100,0,6
1,10,250,150,-50,2
0,10,1100,250,400,2
0,13,475,100,125,5
0,102,250,100,0,6
0,3,250,150,-50,2
0,410,475,100,125,5
1,13,250,100,0,6
4,13,550,200,0,2
3,11,550,200,-100,3
2,13,650,300,-200,3
0,13,875,300,-75,3
1,11,250,150,-50,2
0,5,250,100,0,3
1,11,250,100,0,4
4,118,650,250,0,2
0,11,250,100,0,6
3,11,375,200,-75,2
2,13,500,325,-200,2
0,8,475,150,75,3
0,13,460,100,110,5
1,13,250,100,0,5
1,13,1225,225,525,2
1,404,300,200,-200,2
0,12,500,150,100,3
0,12,460,100,110,5
0,7,250,100,0,6
3,406,350,200,-100,2
2,9,450,300,-200,2
2,9,450,300,-200,2
3,9,630,300,-120,2
2,13,810,480,-300,2
0,4,500,150,100,3
0,10,250,100,0,4
1,12,250,100,0,6
0,12,1662,287,838,2
0,7,475,150,75,3
0,4,460,100,110,5
0,404,250,100,0,6
3,404,375,200,-75,2
2,106,500,325,-200,2
2,106,500,325,-200,2
2,106,500,325,-200,2
3,106,850,325,25,2
0,6,460,100,110,4
0,12,460,100,110,6
3,3,400,200,-50,2
2,13,550,350,-200,2
4,13,550,350,-200,2
0,4,475,150,75,3
1,13,250,100,0,3
2,122,850,250,0,3
3,122,1075,250,0,2
2,122,1300,475,-225,2
0,8,460,100,110,6
1,9,300,200,-200,2
1,10,250,150,-50,2
3,10,1100,250,400,2
2,12,1550,700,-50,2
0,12,1875,700,-50,2
0,13,475,100,125,5
1,11,250,100,0,5
0,11,375,200,-75,2
1,408,250,100,0,3
0,405,460,100,110,5
0,6,250,100,0,6
3,13,375,200,-75,2
2,13,500,325,-200,2
0,11,700,150,75,4
0,4,250,100,0,4
1,108,250,100,0,5
2,108,600,200,0,2
4,224,600,200,0,2
1,108,250,100,0,6
2,108,550,200,0,2
4,108,550,200,0,2
0,6,450,150,50,3
0,408,250,100,0,4
0,7,250,100,0,6
3,408,350,200,-100,2
2,116,450,300,-200,2
2,116,450,300,-200,2
2,242,450,300,-200,2
3,242,575,300,-175,2
3,11,450,100,100,4
2,11,650,300,-100,2
4,12,650,300,-100,2
2,12,1200,300,-100,2
0,402,500,150,50,5
1,13,250,100,0,5
2,126,650,225,0,2
2,126,650,225,0,2
1,230,850,225,0,2
0,11,250,100,0,6
0,12,475,100,125,4
0,7,450,100,100,6
1,13,250,100,0,6
1,13,1300,250,550,2
4,13,4278,1339,550,2
2,118,6242,1339,550,2
2,118,6242,1339,550,2
0,12,250,150,-50,2
1,13,250,100,0,3
1,13,250,100,0,4
2,13,750,200,0,3
0,407,250,100,0,5
0,6,550,200,100,2
1,122,350,100,0,4
1,12,700,100,125,6
0,12,3896,821,1429,2
1,411,250,100,0,5
2,11,700,200,0,3
2,106,700,200,0,3
4,309,700,200,0,3
1,10,250,100,0,6
0,12,450,150,50,3
0,9,250,100,0,4
1,407,250,100,0,5
1,13,250,150,-50,2
2,122,650,300,-50,2
3,122,775,300,-50,2
2,122,900,425,-175,2
0,122,1650,425,325,2
0,10,250,100,0,4
0,7,250,100,0,6
0,9,475,150,75,3
0,7,250,100,0,4
1,406,450,100,100,6
4,9,1612,581,100,2
2,11,2368,581,100,2
0,12,250,100,0,6
0,7,475,150,75,3
1,408,250,100,0,3
2,8,775,225,0,3
2,102,775,225,0,3
0,4,475,100,125,5
1,407,250,100,0,5
4,114,550,200,0,2
3,12,375,200,-75,2
2,12,500,325,-200,2
2,12,500,325,-200,2
4,12,500,325,-200,2
3,13,450,150,50,3
2,13,600,300,-100,2
4,13,600,300,-100,2
2,122,1100,300,-100,2
0,122,1655,300,255,2
0,406,450,100,100,5
0,12,250,100,0,6
0,12,475,150,75,3
0,13,250,100,0,4
1,12,250,100,0,5
0,12,250,100,0,6
0,411,450,150,50,3
0,10,250,100,0,4
0,12,250,100,0,6
1,13,250,150,-50,2
2,126,650,300,-50,2
4,126,650,300,-50,2
1,13,250,100,0,3
2,13,600,225,0,2
0,13,1100,225,275,2
0,7,250,100,0,5
1,120,250,100,0,6
0,403,475,150,75,3
3,13,475,100,125,4
2,13,700,325,-100,2
2,13,700,325,-100,2
0,402,250,100,0,4
1,411,250,100,0,5
4,12,650,250,0,2
3,9,550,200,-100,3
2,114,650,300,-200,3
0,114,980,300,-135,3
3,9,450,150,50,3
2,232,700,300,-100,3
2,232,700,300,-100,3
3,232,1600,300,600,2
2,232,2500,1200,-300,2
3,232,6100,1200,2400,2
0,12,250,100,0,4
0,12,250,100,0,6
3,10,350,200,-100,2
2,110,450,300,-200,2
2,110,450,300,-200,2
4,226,450,300,-200,2
0,8,250,100,0,3
0,5,250,100,0,5
3,13,400,200,-50,2
2,112,550,350,-200,2
2,112,550,350,-200,2
3,112,825,350,-75,2
2,112,1100,625,-350,2
3,112,1650,625,-75,2
0,9,500,200,0,3
3,9,475,100,125,4
4,13,700,325,-100,2
0,404,450,100,100,6
1,12,250,100,0,6
0,7,450,150,50,3
1,102,250,100,0,3
4,102,600,225,0,2
0,8,250,100,0,5
0,6,375,200,-75,2
0,12,250,100,0,3
0,8,250,100,0,5
3,8,350,200,-100,2
2,112,450,300,-200,2
2,112,450,300,-200,2
4,112,450,300,-200,2
0,11,250,150,-50,2
0,11,1175,100,600,5
3,12,460,100,110,5
2,12,780,310,-100,3
0,10,460,100,110,6
1,9,250,100,0,6
1,13,500,150,100,3
1,13,475,100,125,4
4,13,1900,700,125,2
2,112,2800,700,125,2
2,112,2800,700,125,2
0,9,300,150,-50,4
0,12,250,100,0,6
0,11,500,150,100,3
0,10,250,100,0,4
0,13,250,100,0,6
3,13,437,200,-13,2
2,126,624,387,-200,2
3,126,936,387,-75,2
2,126,1248,699,-387,2
4,244,1248,699,-387,2
0,11,475,100,125,4
0,12,250,100,0,5
1,13,375,200,-75,2
2,13,2500,1200,-75,2
2,116,2500,1200,-75,2
2,116,2500,1200,-75,2
1,116,3500,1200,-75,2
1,11,300,200,-100,2
2,104,800,400,-100,2
0,104,1280,400,80,2
1,411,250,100,0,4
0,411,1225,225,525,2
1,13,250,100,0,5
0,6,375,200,-75,2
1,411,250,150,-50,2
1,9,250,100,0,3
2,118,600,225,0,2
4,118,600,225,0,2
3,118,1575,225,750,2
2,118,2325,975,0,2
1,12,250,100,0,5
0,12,1350,200,700,2
3,411,437,200,-13,2
2,12,624,387,-200,2
2,124,624,387,-200,2
2,124,624,387,-200,2
1,124,300,200,-100,2
0,11,475,100,125,4
0,8,250,100,0,5
0,11,1325,200,750,3
0,11,460,100,110,4
0,6,250,100,0,5
3,410,375,200,-75,2
2,11,500,325,-200,2
1,11,750,325,-75,2
0,13,475,150,75,3
0,13,475,100,125,5
0,11,250,100,0,6
0,402,1175,150,550,4
0,5,250,100,0,4
1,124,250,100,0,5
1,8,300,200,-200,2
4,9,650,375,-200,2
2,11,925,375,-200,2
4,11,925,375,-200,2
0,9,250,150,-50,2
0,6,250,100,0,4
0,10,250,100,0,6
3,4,550,200,-100,3
2,11,650,300,-200,3
0,10,500,150,100,3
1,11,250,100,0,4
4,12,550,200,0,2
0,6,460,100,110,6
0,10,437,200,-13,2
1,11,250,150,-50,2
2,106,550,250,-50,2
0,11,250,100,0,3
0,11,250,100,0,5
0,12,1075,200,500,3
0,10,1175,100,600,5
0,13,460,100,110,6
0,8,375,200,-75,2
0,9,460,100,110,4
0,10,250,100,0,5
0,12,350,200,-100,2
1,5,250,150,-50,2
1,12,250,100,0,3
0,11,250,100,0,4
1,13,250,100,0,5
4,13,650,225,0,2
2,13,1200,225,0,2
2,102,1200,225,0,2
0,13,1075,200,500,3
1,10,250,100,0,3
0,405,250,100,0,4
1,13,460,100,110,6
1,122,250,100,0,6
4,122,650,250,0,2
3,236,1200,250,25,2
3,242,2575,525,575,2
0,13,500,150,100,3
0,11,475,100,125,5
0,406,250,100,0,6
1,403,300,200,-200,2
0,12,250,100,0,3
0,11,250,100,0,5
3,13,400,200,-50,2
2,13,550,350,-200,2
0,13,825,350,-75,2
3,13,475,100,125,4
4,13,700,325,-100,2
4,13,1300,325,-100,2
0,6,250,100,0,4
0,9,250,100,0,6
